0.6246627	1.4745	4.080378	1.930336	2.32771	-1.483313	7.610063	-3.146196	-4.64458	1.621762
2.639042	-2.200844	-4.238972	-1.626637	-1.861752	-1.62589	4.255685	-1.043483	-2.655662	0.7576972
-0.4682064	0.9792744	5.085595	-0.8244599	5.25066	3.456599	0.9432051	1.724756	-5.905963	-0.8100687
-1.524458	-1.653468	1.414229	3.366922	3.614952	-2.221222	-0.7736482	0.3010439	2.814041	-3.933593
-1.555928	-1.81698	-3.208724	-1.223878	2.605591	3.460448	0.8758071	0.2512878	-1.668146	-5.101817
1.666895	-0.1841533	1.632365	-1.100805	1.09767	0.4933779	3.338845	0.8912493	-4.099539	2.437161
-2.38313	-2.541218	-1.69393	1.029915	-2.850678	0.2289649	-4.510085	0.1529493	5.54769	-4.231623
-1.028353	0.600607	-1.758255	-3.437699	-0.04758138	7.50589	1.885073	0.5203683	-3.299328	1.510944
-0.1941099	-1.66084	1.613682	-2.016751	0.92096	1.173001	-0.4396918	2.498893	-2.325302	-3.158686
3.622531	-2.794484	2.44481	-2.91323	2.151747	-0.3874789	5.582057	-1.056361	-6.020128	4.12189
-4.180726	-3.240799	3.285403	6.468748	6.837557	0.9283946	-3.831541	-1.451711	3.411053	-6.27301
0.6497544	-9.981932	2.565723	1.010836	-1.09251	-2.635606	3.998285	-0.0841897	4.229726	3.906849
1.003418	4.455748	-0.2755841	-1.45002	-0.1069695	-0.3853729	6.451569	-2.240433	-5.104639	1.188189
4.07245	-3.221676	-0.2729696	4.668316	1.261701	-6.704354	1.214139	-0.09155448	5.872597	9.621866
1.817038	-0.01477581	-4.692323	-3.387596	-1.876749	-1.026974	2.452731	5.329886	1.764823	2.865979
0.2380395	6.262581	-1.746888	1.082377	1.179006	-1.112221	0.6840244	0.7775102	-3.856789	-1.756044
-1.596567	-0.09846731	-2.872468	-2.174125	-2.083389	6.292827	3.945617	-0.4249828	-2.932873	2.708773
0.1837264	7.705312	2.270944	-4.694779	-1.078228	4.563543	-6.190599	1.820074	-4.467139	-1.095962
-0.3379439	-3.917233	3.397673	-0.8814756	2.093609	1.811891	2.300635	-1.67165	0.1205065	1.497644
-2.531626	-6.393994	1.17199	3.291286	3.171695	-0.4076078	-1.255779	-1.25213	6.133497	-3.060234
0.6267676	-1.672686	6.432369	-5.863266	1.594687	2.140564	5.350694	-5.034675	-9.803926	-4.5412
1.387551	-3.872463	1.552712	-6.96401	-2.657137	1.582097	-1.285571	-0.9470242	-0.7144291	-0.1886767
-0.6403225	4.439307	-4.891906	1.653468	-0.2192088	0.8799657	-1.959783	2.942843	1.588285	-0.5577337
2.717595	0.578855	-2.307023	-5.01953	0.314261	0.1218474	-0.5535442	1.253673	-2.70599	0.6356107
0.9873496	-5.313905	1.049263	-1.178148	1.368994	0.7884454	6.719556	-3.338186	-2.141288	2.776761
-1.147385	-4.951503	5.222702	-4.211882	-3.230072	3.10229	4.093377	1.903212	-2.537764	0.6110833
